vorname;anzahl;geschlecht;position
Joleen;1;w;2
Jolie;1;w;2
Joline;1;w;2
Josefin;1;w;2
Julia;1;w;2
Juliana;1;w;2
June;1;w;2
Kadidja;1;w;2
Kaitlynn;1;w;2
Karlotta;1;w;2
Kate;1;w;2
Kira;1;w;2
Kirilova;1;w;2
Kitana;1;w;2
Konja;1;w;2
Konstantine;1;w;2
Krasimirova;1;w;2
Larissia;1;w;2
Laxmi;1;w;2
Layana;1;w;2
Leandra;1;w;2
Lennja;1;w;2
Leonore;1;w;2
Levy;1;w;2
Leyla;1;w;2
Lia;1;w;2
Lieva;1;w;2
Ligia;1;w;2
Lilea;1;w;2
Lilith;1;w;2
Lilli;1;w;2
Lillybelle;1;w;2
Lily;1;w;2
Linnea;1;w;2
Lisa;1;w;2
Lisianne;1;w;2
Liya;1;w;2
Liz;1;w;2
Liza;1;w;2
Lorelei;1;w;2
Loretta;1;w;2
Lotte;1;w;2
Lou;1;w;2
Louisa;1;w;2
Lovis;1;w;2
Luana;1;w;2
Lucinee;1;w;2
Luina;1;w;2
Luisa;1;w;2
Luna;1;w;2
Lusiana;1;w;2
Lusy;1;w;2
Luzayadio;1;w;2
Lynn;1;w;2
Madisen;1;w;2
Madlen;1;w;2
Mai;1;w;2
Maja;1;w;2
Malaika;1;w;2
Malin;1;w;2
Malou;1;w;2
Margrit;1;w;2
Mariam;1;w;2
Marianne;1;w;2
Marie-Luise;1;w;2
Marilou;1;w;2
Marina;1;w;2
Marion;1;w;2
Marleen;1;w;2
Marlies;1;w;2
Martha;1;w;2
Martinova;1;w;2
María;1;w;2
Masuda;1;w;2
Matylda;1;w;2
Maureen;1;w;2
Maxime;1;w;2
Maximovna;1;w;2
Maya;1;w;2
Megann;1;w;2
Mei;1;w;2
Melanie;1;w;2
Melin;1;w;2
Melisa;1;w;2
Meng;1;w;2
Michelle;1;w;2
Michèle;1;w;2
Mieke;1;w;2
Mihaela;1;w;2
Mija;1;w;2
Mika;1;w;2
Milou;1;w;2
Mine;1;w;2
Mireille;1;w;2
Mmesoma;1;w;2
Myriam;1;w;2
Nagat;1;w;2
Nani;1;w;2
Navelie;1;w;2
Nawal;1;w;2
Naz;1;w;2
Nazli;1;w;2
Nefeli;1;w;2
Nele;1;w;2
Nicole;1;w;2
Nieke;1;w;2
Niela;1;w;2
Nika;1;w;2
Nike;1;w;2
Nilüfer;1;w;2
Nives;1;w;2
Nona;1;w;2
Nova;1;w;2
Nurgül;1;w;2
Nusrat;1;w;2
Olga;1;w;2
Olubolakunmi;1;w;2
Osamagumwende;1;w;2
Oyun;1;w;2
Pamuk;1;w;2
Paula;1;w;2
Pelia;1;w;2
Penelopé;1;w;2
Rabia;1;w;2
Rabije;1;w;2
Rahma;1;w;2
Renate;1;w;2
Rike;1;w;2
Riya;1;w;2
Ronja;1;w;2
Rosalia;1;w;2
Rosemarie;1;w;2
Roza;1;w;2
Rugayye;1;w;2
Ryszarda;1;w;2
Safa;1;w;2
Sakura;1;w;2
Salomeia;1;w;2
Saloua;1;w;2
Samira;1;w;2
Sari;1;w;2
Sasha;1;w;2
Selen;1;w;2
Sertach;1;w;2
Sigrid;1;w;2
Silvia;1;w;2
Sissiyaa;1;w;2
Sloane;1;w;2
Sofia;1;w;2
Sofie;1;w;2
Stefanova;1;w;2
Stoyanova;1;w;2
Subaia;1;w;2
Subha;1;w;2
Sumru;1;w;2
Taliya;1;w;2
Thammy;1;w;2
Theresa;1;w;2
Theresia;1;w;2
Thorvi;1;w;2
Timea;1;w;2
Tuana;1;w;2
Uchenna;1;w;2
Uli;1;w;2
Vahide;1;w;2
Vaiana;1;w;2
Valea;1;w;2
Vanessa;1;w;2
Vehanuş;1;w;2
Velkova;1;w;2
Viola;1;w;2
Vlada;1;w;2
Wardeh;1;w;2
Wenxin;1;w;2
Wilhelmine;1;w;2
Xavi;1;w;2
Yamina;1;w;2
Yasanie;1;w;2
Yaëlle;1;w;2
Yıldız;1;w;2
Yohannes;1;w;2
Yoleen;1;w;2
Yukiko;1;w;2
Yuliyanova;1;w;2
Yvonne;1;w;2
Zahra;1;w;2
Zaynab;1;w;2
Zeinab;1;w;2
Zelal;1;w;2
Zyumbyulka;1;w;2
Zümra;1;w;2
Zümrü;1;w;2
Öykü;1;w;2
Şilan;1;w;2
Marie;4;w;3
Charlotte;3;w;3
Sophie;3;w;3
Abduljalil;2;w;3
Maria;2;w;3
Ottilie;2;w;3
Adina;1;w;3
Akbari;1;w;3
Alisar;1;w;3
Amarachi;1;w;3
Ann;1;w;3
Astuti;1;w;3
Aygül;1;w;3
Aysel;1;w;3
Chloé;1;w;3
Christa;1;w;3
Christiane;1;w;3
Corina;1;w;3
Doris;1;w;3
Elanor;1;w;3
Elisabeth;1;w;3
Elise;1;w;3
Elizabeth;1;w;3
Ella;1;w;3
Evelyn;1;w;3
Eyrin;1;w;3
Fawzi;1;w;3
Gila;1;w;3
Gisela;1;w;3
Helena;1;w;3
Helga;1;w;3
Hylla;1;w;3
Ilse;1;w;3
Ingelore;1;w;3
Irena;1;w;3
Irene;1;w;3
Isabelle;1;w;3
Jane;1;w;3
Joelle;1;w;3
Julia;1;w;3
Katharina;1;w;3
Klara;1;w;3
Leyla;1;w;3
Liliane;1;w;3
Linde;1;w;3
Lore;1;w;3
Louise;1;w;3
Magdalena;1;w;3
Maj;1;w;3
Malvida;1;w;3
Margarete;1;w;3
Margarita;1;w;3
Marion;1;w;3
Mercedes;1;w;3
Miriel;1;w;3
Mirjam;1;w;3
Monika;1;w;3
Nicoleta;1;w;3
Njie;1;w;3
Oluwa;1;w;3
Pavlovna;1;w;3
Penelope;1;w;3
Rosalie;1;w;3
Rose;1;w;3
Scout;1;w;3
Silvana;1;w;3
Simei;1;w;3
Sofie;1;w;3
Susanne;1;w;3
Suzelle;1;w;3
Sylvia;1;w;3
Theresia;1;w;3
Valentina;1;w;3
Vera;1;w;3
Vivien;1;w;3
Waltraud;1;w;3
Wolke;1;w;3
Yvonne;1;w;3
Áine;1;w;3
Çiğdem;1;w;3
Barbara;1;w;4
Brigitte;1;w;4
Burklind;1;w;4
Markito;1;w;4
Rana;1;w;4
